year, GTAP9_code, GTAP_name, clum7, clum7_name, coicop_expenditure, crop_land, grazing_land, forest_land, fishing_ground, built_up_land, carbon, total, flag,,ZScore_Index,MaxMin_Index,NAPercent,,,GTAP_Region,year,ZScore_Index,MaxMin_Index,NAPercent,CLUM_category
2004,110,Tunisia,4,Goods,3.54E-06,0.046391543,0.005896567,0.020581843,0.001906082,0.00510292,0.083857249,0.163736204,INCOME_GRP,2004TunisiaGoods,NA,0.0073204,0,2007Burkina FasoServices,297,Burkina Faso,2007,-1.099333937,0.321691866,0,Services
2004,110,Tunisia,5,Services,1.28E-05,0.010172147,0.001718168,0.006414481,0.000475541,0.002717825,0.039701881,0.061200042,INCOME_GRP,2004TunisiaServices,0.034656333,0.503727276,12.5,2007Burkina FasoPersonal Transportation,298,Burkina Faso,2007,-0.848154354,0.362349933,0,Personal Transportation
2004,110,Tunisia,GFCF,Gross Fixed Capital Formation,0.000679846,0.014361123,0.002084732,0.02942569,0.001208403,0.008645833,0.150914039,0.206639819,COUNTRY,2004TunisiaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007CambodiaFood,318,Cambodia,2007,0.031565278,0.189649349,0,Food
2004,110,Tunisia,Govt,Government,0.000547404,0.03242544,0.002634539,0.003564214,0.001107629,0.004057881,0.062908874,0.106698577,COUNTRY,2004TunisiaGovernment,0.367619391,0.274897205,9.090909091,2007CambodiaGoods,314,Cambodia,2007,NA,0.000513347,0,Goods
2004,111,Rest of North Africa,1,Food,3.04E-06,0.48395193,0.154397303,0.007034699,0.013945256,0.005736018,0.083216585,0.748281789,INCOME_GRP,2004Rest of North AfricaFood,#N/A,#N/A,#N/A,2007CambodiaGovernment,317,Cambodia,2007,-0.157930255,0.216050946,0,Government
2004,111,Rest of North Africa,2,Housing,1.02E-06,0.006926941,0.00252294,0.03866602,0.000259626,0.001934113,0.314171854,0.364481494,INCOME_GRP,2004Rest of North AfricaHousing,#N/A,#N/A,#N/A,2007CambodiaHousing,313,Cambodia,2007,NA,NA,100,Housing
2004,111,Rest of North Africa,3,Personal Transportation,3.41E-06,0.007561288,0.003185054,0.002567706,0.000387108,0.002304549,0.285654554,0.301660258,INCOME_GRP,2004Rest of North AfricaPersonal Transportation,#N/A,#N/A,#N/A,2007CambodiaServices,315,Cambodia,2007,-0.546775822,0.388684377,0,Services
2004,111,Rest of North Africa,4,Goods,2.37E-06,0.029031005,0.008496408,0.013290006,0.000724757,0.003061699,0.063738553,0.118342427,INCOME_GRP,2004Rest of North AfricaGoods,#N/A,#N/A,#N/A,2007CambodiaPersonal Transportation,316,Cambodia,2007,-0.397165685,0.400395444,0,Personal Transportation
2004,111,Rest of North Africa,5,Services,9.22E-06,0.006817405,0.002607671,0.003762368,0.000209659,0.001798151,0.034610138,0.049805392,INCOME_GRP,2004Rest of North AfricaServices,#N/A,#N/A,#N/A,2007CameroonFood,336,Cameroon,2007,-0.115948232,0.176023423,0,Food
2004,111,Rest of North Africa,GFCF,Gross Fixed Capital Formation,0.000711159,0.01469528,0.00428903,0.124846209,0.001019208,0.009000033,0.196560747,0.350410509,COUNTRY,2004Rest of North AfricaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007CameroonGoods,332,Cameroon,2007,NA,0.000316676,0,Goods
2004,111,Rest of North Africa,Govt,Government,0.000479892,0.025328879,0.005245079,0.002700068,0.000475699,0.003313844,0.061252415,0.098315985,COUNTRY,2004Rest of North AfricaGovernment,#N/A,#N/A,#N/A,2007CameroonGovernment,335,Cameroon,2007,-0.171051476,0.232677161,0,Government
2004,112,Benin,1,Food,1.54E-06,0.495289725,0.063328871,0.010346098,0.019643917,0.012991453,0.021145335,0.622745399,INCOME_GRP,2004BeninFood,-0.365275728,0.154163411,0,2007CameroonHousing,331,Cameroon,2007,NA,NA,100,Housing
2004,112,Benin,2,Housing,1.85E-06,0.001380014,0.000266703,0.095588467,7.06E-05,0.003476385,0.046429976,0.147212179,INCOME_GRP,2004BeninHousing,NA,NA,100,2007CameroonServices,333,Cameroon,2007,-1.135386931,0.242480625,12.5,Services
2004,112,Benin,3,Personal Transportation,1.00E-06,0.00220614,0.000936707,0.004398694,0.000160489,0.003019372,0.077665327,0.088386729,INCOME_GRP,2004BeninPersonal Transportation,-2.837614403,0.615323942,33.33333333,2007CameroonPersonal Transportation,334,Cameroon,2007,-0.729820873,0.372322555,0,Personal Transportation
2004,112,Benin,4,Goods,5.98E-07,0.048789387,0.005238944,0.004016344,0.001009655,0.006529073,0.046966946,0.112550349,INCOME_GRP,2004BeninGoods,NA,0.000355872,0,2007CanadaFood,350,Canada,2007,-0.181976743,0.218064525,20,Food
2004,112,Benin,5,Services,3.50E-07,0.004502623,0.00138266,0.000552012,0.000218994,0.001297875,0.0045412,0.012495364,INCOME_GRP,2004BeninServices,-0.892011058,0.259401386,12.5,2007CanadaGoods,349,Canada,2007,NA,Inf,0,Goods
2004,112,Benin,GFCF,Gross Fixed Capital Formation,0.000122612,0.015608126,0.001946943,0.010023345,0.00058031,0.010302026,0.042700153,0.081160904,COUNTRY,2004BeninGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007CanadaGovernment,352,Canada,2007,0.336660126,0.366352327,9.090909091,Government
2004,112,Benin,Govt,Government,8.14E-05,0.008509274,0.000753283,0.001123889,0.000236075,0.005693731,0.013328597,0.02964485,COUNTRY,2004BeninGovernment,-0.661994275,0.18143202,9.090909091,2007CanadaHousing,353,Canada,2007,0.444965552,0.752141655,0,Housing
2004,113,Burkina Faso,1,Food,7.00E-07,0.325269199,0.201257739,0.078152519,0.001698353,0.015301788,0.007765683,0.629445282,INCOME_GRP,2004Burkina FasoFood,-0.585515895,0.135410456,0,2007CanadaServices,354,Canada,2007,0.973009584,0.547685639,50,Services
2004,113,Burkina Faso,2,Housing,1.11E-06,0.001595992,0.000649757,0.157824678,3.24E-05,0.003627725,0.010518845,0.174249407,INCOME_GRP,2004Burkina FasoHousing,NA,NA,100,2007CanadaPersonal Transportation,351,Canada,2007,0.163851967,0.446084159,0,Personal Transportation
2004,113,Burkina Faso,3,Personal Transportation,3.73E-07,0.005119169,0.002280361,0.005699265,6.32E-05,0.001868426,0.012007766,0.027038229,INCOME_GRP,2004Burkina FasoPersonal Transportation,-1.117687003,0.339608246,0,2007ChileFood,372,Chile,2007,0.354311748,0.216995928,0,Food
2004,113,Burkina Faso,4,Goods,3.26E-07,0.020964997,0.003019956,0.041471337,0.00010987,0.005585797,0.006051203,0.077203159,INCOME_GRP,2004Burkina FasoGoods,NA,0.000438596,0,2007ChileGoods,367,Chile,2007,NA,Inf,0,Goods
2004,113,Burkina Faso,5,Services,2.00E-07,0.000684685,0.000526043,0.002805931,2.16E-05,0.002066806,0.00305315,0.009158186,INCOME_GRP,2004Burkina FasoServices,-1.432698643,0.305692031,12.5,2007ChileGovernment,371,Chile,2007,0.199377754,0.311716331,0,Government
2004,113,Burkina Faso,GFCF,Gross Fixed Capital Formation,5.53E-05,0.001395847,0.019227977,0.035846254,7.60E-05,0.006375597,0.011906496,0.074828136,COUNTRY,2004Burkina FasoGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007ChileHousing,368,Chile,2007,-0.30787706,0.531051158,0,Housing
2004,113,Burkina Faso,Govt,Government,7.29E-05,0.002825731,0.001280911,0.005121303,3.08E-05,0.008333055,0.005049414,0.022641213,COUNTRY,2004Burkina FasoGovernment,-0.970780338,0.155960433,36.36363636,2007ChileServices,369,Chile,2007,-0.18552179,0.387293141,12.5,Services
2004,114,Cameroon,1,Food,2.03E-06,0.387435806,0.118134583,0.02394059,0.017161979,0.011359256,0.013516668,0.571548884,INCOME_GRP,2004CameroonFood,-0.571493378,0.137201326,0,2007ChilePersonal Transportation,370,Chile,2007,0.056197522,0.438429626,0,Personal Transportation
2004,114,Cameroon,2,Housing,5.55E-07,0.002825747,0.001340482,0.039829706,0.000162829,0.001231418,0.013382185,0.058772367,INCOME_GRP,2004CameroonHousing,NA,NA,100,2007ChinaFood,388,China,2007,0.197545234,0.20543267,0,Food
2004,114,Cameroon,3,Personal Transportation,1.83E-06,0.006827987,0.003561209,0.015623556,0.000447118,0.003719673,0.051850501,0.082030044,INCOME_GRP,2004CameroonPersonal Transportation,-0.713841939,0.373673901,0,2007ChinaGoods,385,China,2007,NA,0.004548449,0,Goods
2004,114,Cameroon,4,Goods,1.02E-06,0.019366439,0.00558115,0.011923093,0.000718852,0.003594353,0.008310827,0.049494714,INCOME_GRP,2004CameroonGoods,NA,0.000263158,0,2007ChinaGovernment,389,China,2007,0.357803826,0.284838535,9.090909091,Government
2004,114,Cameroon,5,Services,4.20E-06,0.005318872,0.002251371,0.005348484,0.000271884,0.003138134,0.00707906,0.023407804,INCOME_GRP,2004CameroonServices,-0.984522416,0.190138389,37.5,2007ChinaHousing,386,China,2007,-0.766882899,0.396252958,0,Housing
2004,114,Cameroon,GFCF,Gross Fixed Capital Formation,0.00015516,0.010029011,0.010327186,0.102328791,0.000768426,0.007293782,0.018342858,0.149090055,COUNTRY,2004CameroonGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007ChinaServices,387,China,2007,0.016023091,0.329749452,25,Services
2004,114,Cameroon,Govt,Government,0.000104376,0.007014473,0.003691538,0.007226507,0.000358718,0.004115186,0.006568715,0.028975138,COUNTRY,2004CameroonGovernment,-0.249643131,0.255235659,9.090909091,2007ChinaPersonal Transportation,390,China,2007,0.528872819,0.47269913,0,Personal Transportation
2004,115,Cote dIvoire,1,Food,6.38E-07,0.367792646,0.221639536,0.008766625,0.007557161,0.014731678,0.019334049,0.639821694,INCOME_GRP,2004Cote dIvoireFood,#N/A,#N/A,#N/A,2007ColombiaFood,407,Colombia,2007,0.075827932,0.192539828,0,Food
2004,115,Cote dIvoire,2,Housing,1.26E-06,0.001628853,0.00021764,0.115176347,6.45E-05,0.002707781,0.021665309,0.141460438,INCOME_GRP,2004Cote dIvoireHousing,#N/A,#N/A,#N/A,2007ColombiaGoods,403,Colombia,2007,NA,0.002466903,0,Goods
2004,115,Cote dIvoire,3,Personal Transportation,1.25E-06,0.00273155,0.000459398,0.006584145,0.000107143,0.004852303,0.03547348,0.05020802,INCOME_GRP,2004Cote dIvoirePersonal Transportation,#N/A,#N/A,#N/A,2007ColombiaGovernment,406,Colombia,2007,-0.067016358,0.257857315,0,Government
2004,115,Cote dIvoire,4,Goods,7.21E-07,0.061334054,0.003981006,0.004329092,0.000629897,0.006240746,0.013444554,0.089959348,INCOME_GRP,2004Cote dIvoireGoods,#N/A,#N/A,#N/A,2007ColombiaHousing,404,Colombia,2007,-1.4962082,0.182068889,0,Housing
2004,115,Cote dIvoire,5,Services,3.55E-06,0.002961992,0.000612638,0.002104648,7.78E-05,0.004039903,0.007877371,0.017674395,INCOME_GRP,2004Cote dIvoireServices,#N/A,#N/A,#N/A,2007ColombiaServices,405,Colombia,2007,-0.090234138,0.464481714,0,Services
2004,115,Cote dIvoire,GFCF,Gross Fixed Capital Formation,7.33E-05,0.001897855,0.001396941,0.021005103,0.000130826,0.003706428,0.011627977,0.03976513,COUNTRY,2004Cote dIvoireGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007ColombiaPersonal Transportation,408,Colombia,2007,0.379801795,0.465592955,0,Personal Transportation
2004,115,Cote dIvoire,Govt,Government,7.25E-05,0.000390845,6.76E-05,0.000709513,2.39E-05,0.003562294,0.011434137,0.016188273,COUNTRY,2004Cote dIvoireGovernment,#N/A,#N/A,#N/A,2007Costa RicaFood,425,Costa Rica,2007,0.221462921,0.203472309,0,Food
2004,116,Ghana,1,Food,6.24E-07,0.686755209,0.067453801,0.030740553,0.232780187,0.025794412,0.054523897,1.098048059,INCOME_GRP,2004GhanaFood,-0.414867928,0.149941725,0,2007Costa RicaGoods,422,Costa Rica,2007,NA,Inf,0,Goods
2004,116,Ghana,2,Housing,9.78E-07,0.001656555,0.000369348,0.079910384,0.000166617,0.005794428,0.038409988,0.126307321,INCOME_GRP,2004GhanaHousing,NA,NA,100,2007Costa RicaGovernment,426,Costa Rica,2007,0.397764652,0.349424756,0,Government
2004,116,Ghana,3,Personal Transportation,5.49E-07,0.001953496,0.000480525,0.00261494,0.00016494,0.003001251,0.063670825,0.071885977,INCOME_GRP,2004GhanaPersonal Transportation,-0.404415017,0.399790495,0,2007Costa RicaHousing,421,Costa Rica,2007,NA,NA,100,Housing
2004,116,Ghana,4,Goods,3.75E-07,0.029579545,0.003373149,0.034920173,0.006379424,0.007213535,0.035359243,0.116825068,INCOME_GRP,2004GhanaGoods,NA,0.000591716,0,2007Costa RicaServices,423,Costa Rica,2007,-0.059285571,0.430833503,25,Services
2004,116,Ghana,5,Services,2.47E-07,0.0043416,0.002939678,0.075181027,0.001288732,0.004629338,0.016183125,0.1045635,INCOME_GRP,2004GhanaServices,-0.64792322,0.299278851,12.5,2007Costa RicaPersonal Transportation,424,Costa Rica,2007,0.122487245,0.444219352,0,Personal Transportation
2004,116,Ghana,GFCF,Gross Fixed Capital Formation,0.000134773,0.002746317,0.000859224,0.010511336,0.000377174,0.015305978,0.059797128,0.089597157,COUNTRY,2004GhanaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007CroatiaFood,443,Croatia,2007,0.250147148,0.256017728,20,Food
2004,116,Ghana,Govt,Government,6.25E-05,0.008391044,0.007185143,0.013597249,0.008749882,0.01097132,0.017602207,0.066496845,COUNTRY,2004GhanaGovernment,-0.276220257,0.218766247,9.090909091,2007CroatiaGoods,439,Croatia,2007,NA,0.014285714,0,Goods
2004,117,Guinea,1,Food,5.76E-07,0.35506882,0.271106152,0.002341702,0.029444935,0.01251281,0.014542196,0.685016616,INCOME_GRP,2004GuineaFood,-0.451195321,0.147397458,0,2007CroatiaGovernment,441,Croatia,2007,0.053817402,0.290265881,0,Government
2004,117,Guinea,2,Housing,9.79E-07,0.000390506,7.64E-05,0.472333875,0.000152068,0.002429742,0.012505786,0.487888352,INCOME_GRP,2004GuineaHousing,NA,NA,100,2007CroatiaHousing,440,Croatia,2007,-0.079130305,0.598228192,0,Housing
2004,117,Guinea,3,Personal Transportation,1.52E-07,0.000533167,0.000283993,0.000993131,0.001933847,0.001259882,0.012068467,0.017072487,INCOME_GRP,2004GuineaPersonal Transportation,-2.9007215,0.609999189,33.33333333,2007CroatiaServices,444,Croatia,2007,0.607747338,0.59341585,0,Services
2004,117,Guinea,4,Goods,7.49E-08,0.018456091,0.00269346,0.008494916,0.001022891,0.004795241,0.010850534,0.046313134,INCOME_GRP,2004GuineaGoods,NA,0.000178571,0,2007CroatiaPersonal Transportation,442,Croatia,2007,0.241098963,0.454210581,0,Personal Transportation
2004,117,Guinea,5,Services,1.40E-07,0.001123303,0.000685517,0.007909838,0.000419754,0.001246828,0.003090121,0.014475361,INCOME_GRP,2004GuineaServices,-1.00281436,0.391891804,12.5,2007CyprusFood,458,Cyprus,2007,-0.523196983,0.186899451,20,Food
2004,117,Guinea,GFCF,Gross Fixed Capital Formation,7.28E-05,0.006911296,0.016789759,0.041689755,0.000844555,0.005817899,0.011301021,0.083354285,COUNTRY,2004GuineaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007CyprusGoods,457,Cyprus,2007,NA,Inf,0,Goods
2004,117,Guinea,Govt,Government,2.60E-05,0.002341252,0.000181871,0.000951886,0.000158015,0.001740704,0.005194596,0.010568324,COUNTRY,2004GuineaGovernment,-0.848627105,0.191770264,18.18181818,2007CyprusGovernment,462,Cyprus,2007,0.478847991,0.392569077,9.090909091,Government
2004,118,Nigeria,1,Food,8.37E-07,0.639379906,0.09059537,0.007249483,0.019620862,0.017950501,0.01723794,0.792034062,INCOME_GRP,2004NigeriaFood,-0.41160857,0.149683472,0,2007CyprusHousing,461,Cyprus,2007,0.47714714,0.761592559,0,Housing
2004,118,Nigeria,2,Housing,6.50E-07,0.000804323,8.72E-05,0.237142483,6.08E-05,0.001606568,0.029983282,0.269684723,INCOME_GRP,2004NigeriaHousing,NA,NA,100,2007CyprusServices,460,Cyprus,2007,0.473468988,0.568312148,0,Services
2004,118,Nigeria,3,Personal Transportation,7.15E-07,0.002200454,0.000297783,0.001541179,0.000150683,0.002645318,0.069413896,0.076249312,INCOME_GRP,2004NigeriaPersonal Transportation,-0.793916768,0.366911589,0,2007CyprusPersonal Transportation,459,Cyprus,2007,0.14486783,0.446074192,0,Personal Transportation
2004,118,Nigeria,4,Goods,5.02E-07,0.016737652,0.000510898,0.002584194,0.000206919,0.002543763,0.012676969,0.035260396,INCOME_GRP,2004NigeriaGoods,NA,0.000323209,0,2007Czech RepublicFood,476,Czech Republic,2007,-0.028551076,0.233229513,20,Food
2004,118,Nigeria,5,Services,8.45E-07,0.001765977,0.0002957,0.001589382,9.20E-05,0.002734837,0.010881048,0.017358973,INCOME_GRP,2004NigeriaServices,-1.485760642,0.268061515,37.5,2007Czech RepublicGoods,475,Czech Republic,2007,NA,Inf,0,Goods
2004,118,Nigeria,GFCF,Gross Fixed Capital Formation,4.01E-05,0.001300906,0.004971362,0.002036864,0.000112171,0.001952433,0.009762775,0.020136512,COUNTRY,2004NigeriaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007Czech RepublicGovernment,477,Czech Republic,2007,-0.002371208,0.307342425,9.090909091,Government
2004,118,Nigeria,Govt,Government,3.85E-05,0.002529556,0.000211503,0.001026743,0.000194256,0.003303073,0.017220722,0.024485853,COUNTRY,2004NigeriaGovernment,-0.654772764,0.157755392,18.18181818,2007Czech RepublicHousing,480,Czech Republic,2007,0.796329258,0.855328131,0,Housing
2004,119,Senegal,1,Food,1.34E-06,0.306631233,0.296602481,0.007104336,0.096233773,0.007758968,0.030357998,0.744688789,INCOME_GRP,2004SenegalFood,-0.538109048,0.139408357,0,2007Czech RepublicServices,479,Czech Republic,2007,0.38236684,0.488748961,12.5,Services
2004,119,Senegal,2,Housing,6.95E-07,0.00088684,0.00046698,0.197762202,0.000122001,0.001205086,0.03435281,0.234795919,INCOME_GRP,2004SenegalHousing,-1.458784901,0.193059149,0,2007Czech RepublicPersonal Transportation,478,Czech Republic,2007,0.156755093,0.446988177,0,Personal Transportation
2004,119,Senegal,3,Personal Transportation,8.92E-07,0.001103439,0.000874155,0.004326308,0.000238098,0.001623739,0.048827586,0.056993325,INCOME_GRP,2004SenegalPersonal Transportation,-0.441205441,0.39667607,0,2007DenmarkFood,494,Denmark,2007,0.188405688,0.253214409,20,Food
2004,119,Senegal,4,Goods,4.90E-07,0.017945143,0.002723579,0.006812592,0.0004048,0.0024404,0.015518857,0.045845372,INCOME_GRP,2004SenegalGoods,NA,0.000262467,0,2007DenmarkGoods,493,Denmark,2007,NA,Inf,0,Goods
2004,119,Senegal,5,Services,2.69E-06,0.001426574,0.001156614,0.011307803,0.000238178,0.002267419,0.009730387,0.026126974,INCOME_GRP,2004SenegalServices,-1.115896661,0.321428131,0,2007DenmarkGovernment,496,Denmark,2007,0.794373585,0.443402607,9.090909091,Government
2004,119,Senegal,GFCF,Gross Fixed Capital Formation,0.000171699,0.003507761,0.009962304,0.023669456,0.000947565,0.005246604,0.044004718,0.087338408,COUNTRY,2004SenegalGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007DenmarkHousing,497,Denmark,2007,1.057583394,0.932051746,0,Housing
2004,119,Senegal,Govt,Government,0.000105209,0.00208356,0.001601032,0.002306713,0.000223573,0.002244904,0.007305784,0.015765566,COUNTRY,2004SenegalGovernment,-0.205554544,0.25810459,9.090909091,2007DenmarkServices,498,Denmark,2007,1.398849666,0.819172431,25,Services
2004,120,Togo,1,Food,8.12E-07,0.239315615,0.099977248,0.077761123,0.028528555,0.007451179,0.021722177,0.474755898,INCOME_GRP,2004TogoFood,-0.526861428,0.140551158,0,2007DenmarkPersonal Transportation,495,Denmark,2007,0.549170872,0.901088894,33.33333333,Personal Transportation
2004,120,Togo,2,Housing,6.76E-07,0.00071869,0.000215546,0.175229634,0.000106063,0.001164438,0.019432106,0.196866477,INCOME_GRP,2004TogoHousing,NA,NA,100,2007Dominican RepublicFood,515,Dominican Republic,2007,0.061070816,0.193867893,0,Food
2004,120,Togo,3,Personal Transportation,7.08E-07,0.00328139,0.00084061,0.008804394,0.000397212,0.002799049,0.056576008,0.072698663,INCOME_GRP,2004TogoPersonal Transportation,-2.388619031,0.653208582,33.33333333,2007Dominican RepublicGoods,512,Dominican Republic,2007,NA,0.003448276,0,Goods
2004,120,Togo,4,Goods,2.47E-07,0.042641505,0.004623789,0.008418165,0.00090448,0.004105109,0.039291057,0.099984106,INCOME_GRP,2004TogoGoods,NA,0.00034965,0,2007Dominican RepublicGovernment,514,Dominican Republic,2007,0.006176549,0.270090613,0,Government
2004,120,Togo,5,Services,2.79E-07,0.002815063,0.001726243,0.001407122,0.000203662,0.001167418,0.005366806,0.012686314,INCOME_GRP,2004TogoServices,-0.529150881,0.456065628,12.5,2007Dominican RepublicHousing,511,Dominican Republic,2007,NA,NA,100,Housing
2004,120,Togo,GFCF,Gross Fixed Capital Formation,6.18E-05,0.002389496,0.011918966,0.034365652,0.000326742,0.003054412,0.028406875,0.080462143,COUNTRY,2004TogoGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007Dominican RepublicServices,513,Dominican Republic,2007,-0.319623629,0.357554306,12.5,Services
2004,120,Togo,Govt,Government,4.64E-05,0.003455463,0.000549544,0.00182758,0.000214391,0.002032163,0.006669805,0.014748947,COUNTRY,2004TogoGovernment,-0.583163025,0.201062248,9.090909091,2007Dominican RepublicPersonal Transportation,516,Dominican Republic,2007,0.750252884,0.918055483,33.33333333,Personal Transportation
2004,121,Rest of Western Africa,1,Food,6.37E-07,0.353976195,0.464664333,0.065846785,0.048050351,0.010630828,0.015353558,0.95852205,INCOME_GRP,2004Rest of Western AfricaFood,#N/A,#N/A,#N/A,2007EcuadorFood,532,Ecuador,2007,-0.091131257,0.179178953,0,Food
2004,121,Rest of Western Africa,2,Housing,7.90E-07,0.000806789,0.00070615,0.169007633,0.000105262,0.001816181,0.01123352,0.183675534,INCOME_GRP,2004Rest of Western AfricaHousing,#N/A,#N/A,#N/A,2007EcuadorGoods,529,Ecuador,2007,NA,0.007509012,0,Goods
2004,121,Rest of Western Africa,3,Personal Transportation,5.34E-07,0.002393028,0.001731658,0.008826888,0.00039377,0.002302205,0.032804722,0.048452271,INCOME_GRP,2004Rest of Western AfricaPersonal Transportation,#N/A,#N/A,#N/A,2007EcuadorGovernment,533,Ecuador,2007,0.099368194,0.261730006,9.090909091,Government
2004,121,Rest of Western Africa,4,Goods,2.59E-07,0.015745486,0.004743843,0.019992511,0.001455731,0.00314303,0.011595205,0.056675805,INCOME_GRP,2004Rest of Western AfricaGoods,#N/A,#N/A,#N/A,2007EcuadorHousing,530,Ecuador,2007,-0.668962739,0.425009588,0,Housing
2004,121,Rest of Western Africa,5,Services,3.88E-07,0.001841602,0.003451847,0.0195394,0.000301046,0.00211293,0.005157541,0.032404365,INCOME_GRP,2004Rest of Western AfricaServices,#N/A,#N/A,#N/A,2007EcuadorServices,531,Ecuador,2007,-0.501361283,0.324708947,12.5,Services
2004,121,Rest of Western Africa,GFCF,Gross Fixed Capital Formation,7.82E-05,0.002221137,0.036482783,0.034129545,0.00034932,0.004573845,0.02231118,0.10006781,COUNTRY,2004Rest of Western AfricaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007EcuadorPersonal Transportation,534,Ecuador,2007,0.125214467,0.444398122,0,Personal Transportation
2004,121,Rest of Western Africa,Govt,Government,5.08E-05,0.0031148,0.007775375,0.00537097,0.001168658,0.003577585,0.007578445,0.028585832,COUNTRY,2004Rest of Western AfricaGovernment,#N/A,#N/A,#N/A,2007EgyptFood,552,Egypt,2007,0.644932027,0.24346946,0,Food
2004,122,Central Africa,1,Food,1.10E-06,0.326261831,0.572318303,0.012004491,0.046338237,0.00530327,0.018371655,0.980597788,INCOME_GRP,2004Central AfricaFood,#N/A,#N/A,#N/A,2007EgyptGoods,547,Egypt,2007,NA,0.007142857,0,Goods
2004,122,Central Africa,2,Housing,6.85E-07,0.001850015,0.003477916,0.037937095,0.000191181,0.001206864,0.032035072,0.076698144,INCOME_GRP,2004Central AfricaHousing,#N/A,#N/A,#N/A,2007EgyptGovernment,551,Egypt,2007,-0.124412536,0.1841562,9.090909091,Government
2004,122,Central Africa,3,Personal Transportation,1.14E-06,0.004454418,0.012009176,0.007108182,0.000996012,0.002324583,0.064014522,0.090906892,INCOME_GRP,2004Central AfricaPersonal Transportation,#N/A,#N/A,#N/A,2007EgyptHousing,549,Egypt,2007,-0.194519499,0.564341356,0,Housing
2004,122,Central Africa,4,Goods,5.72E-07,0.014277414,0.013340285,0.019322635,0.000638958,0.002721972,0.014274584,0.064575848,INCOME_GRP,2004Central AfricaGoods,#N/A,#N/A,#N/A,2007EgyptServices,548,Egypt,2007,-0.459708356,0.332440557,12.5,Services
2004,122,Central Africa,5,Services,4.55E-06,0.003314801,0.00555997,0.008884154,0.00029069,0.002831497,0.013831585,0.034712697,INCOME_GRP,2004Central AfricaServices,#N/A,#N/A,#N/A,2007EgyptPersonal Transportation,550,Egypt,2007,-0.125853505,0.002091547,33.33333333,Personal Transportation
2004,122,Central Africa,GFCF,Gross Fixed Capital Formation,0.00031908,0.019657076,0.060294686,0.092410046,0.003057733,0.012199228,0.054983584,0.242602353,COUNTRY,2004Central AfricaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007El SalvadorFood,568,El Salvador,2007,-0.122021206,0.175647879,0,Food
2004,122,Central Africa,Govt,Government,9.26E-05,0.003072765,0.007306582,0.004562213,0.000278516,0.002810978,0.012759788,0.030790842,COUNTRY,2004Central AfricaGovernment,#N/A,#N/A,#N/A,2007El SalvadorGoods,565,El Salvador,2007,NA,NA,100,Goods
2004,123,South Central Africa,1,Food,2.87E-06,0.206306204,0.089248758,0.010720526,0.057546362,0.00918588,0.036648595,0.409656324,INCOME_GRP,2004South Central AfricaFood,#N/A,#N/A,#N/A,2007El SalvadorGovernment,569,El Salvador,2007,0.02407934,0.284170051,0,Government
2004,123,South Central Africa,2,Housing,1.79E-06,0.001721494,0.000751836,0.039978684,0.000380877,0.001432673,0.023812131,0.068077695,INCOME_GRP,2004South Central AfricaHousing,#N/A,#N/A,#N/A,2007El SalvadorHousing,566,El Salvador,2007,NA,NA,100,Housing
2004,123,South Central Africa,3,Personal Transportation,2.58E-06,0.003692754,0.001658009,0.007246294,0.000866701,0.002570864,0.069674846,0.085709468,INCOME_GRP,2004South Central AfricaPersonal Transportation,#N/A,#N/A,#N/A,2007El SalvadorServices,567,El Salvador,2007,-0.254554371,0.438475207,0,Services
2004,123,South Central Africa,4,Goods,1.49E-06,0.025144365,0.003049196,0.008951137,0.005732783,0.003822338,0.023732663,0.070432483,INCOME_GRP,2004South Central AfricaGoods,#N/A,#N/A,#N/A,2007El SalvadorPersonal Transportation,570,El Salvador,2007,0.119203777,0.44389395,0,Personal Transportation
2004,123,South Central Africa,5,Services,7.48E-06,0.003334021,0.00154609,0.010292378,0.000584928,0.002685602,0.018186496,0.036629516,INCOME_GRP,2004South Central AfricaServices,#N/A,#N/A,#N/A,2007EstoniaFood,584,Estonia,2007,0.000998841,0.233685187,20,Food
2004,123,South Central Africa,GFCF,Gross Fixed Capital Formation,0.000164559,0.003628725,0.008333571,0.013194581,0.000903609,0.002223084,0.031768253,0.060051822,COUNTRY,2004South Central AfricaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007EstoniaGoods,583,Estonia,2007,NA,0.025,0,Goods
2004,123,South Central Africa,Govt,Government,0.000278463,0.006427502,0.003173017,0.005423693,0.001358736,0.004644041,0.025331958,0.046358946,COUNTRY,2004South Central AfricaGovernment,#N/A,#N/A,#N/A,2007EstoniaGovernment,586,Estonia,2007,0.267235561,0.352954988,9.090909091,Government
