,country_orCode,country,year,ZScore_Index,CLUM_category,MaxMin_Index,NAPercent,,
795,Denmark,Denmark,2011,0.731619335,Government,0.438623152,9.090909091,,
796,Dominica,Dominica,2004,0.146670032,Government,0.316099868,27.27272727,,
797,Dominica,Dominica,2007,0.124461572,Government,0.31804019,27.27272727,,
798,Dominica,Dominica,2011,0.128285711,Government,0.319959194,27.27272727,,
799,Dominican Republic,Dominican Republic,2004,-0.015920825,Government,0.245868917,9.090909091,,
800,Dominican Republic,Dominican Republic,2007,0.006176549,Government,0.270090613,0,,
801,Dominican Republic,Dominican Republic,2011,-0.013930874,Government,0.250682626,9.090909091,,
802,Algeria,Algeria,2004,-0.210917632,Government,0.273743475,27.27272727,,
803,Algeria,Algeria,2007,0.05047871,Government,0.238210787,9.090909091,,
804,Algeria,Algeria,2011,0.016152061,Government,0.237747161,9.090909091,,
805,Ecuador,Ecuador,2004,-0.105222369,Government,0.232224896,9.090909091,,
806,Ecuador,Ecuador,2007,0.099368194,Government,0.261730006,9.090909091,,
807,Ecuador,Ecuador,2011,0.101264292,Government,0.291052235,0,,
808,Estonia,Estonia,2004,0.116922469,Government,0.329702224,9.090909091,,
809,Estonia,Estonia,2007,0.267235561,Government,0.352954988,9.090909091,,
810,Estonia,Estonia,2011,0.207267141,Government,0.344415561,9.090909091,,
811,"Egypt, Arab Rep.","Egypt, Arab Rep.",2004,-0.119741504,Government,0.258677864,0,,
812,"Egypt, Arab Rep.","Egypt, Arab Rep.",2007,-0.124412536,Government,0.1841562,9.090909091,,
813,"Egypt, Arab Rep.","Egypt, Arab Rep.",2011,-0.206566111,Government,0.224126919,9.090909091,,
814,Eritrea,Eritrea,2004,-1.107318058,Government,0.235383315,36.36363636,,
815,Eritrea,Eritrea,2007,-0.811667029,Government,0.255555832,45.45454545,,
816,Eritrea,Eritrea,2011,-0.775151499,Government,0.257914061,45.45454545,,
817,Spain,Spain,2004,0.412864482,Government,0.385251169,9.090909091,,
818,Spain,Spain,2007,0.553591651,Government,0.410184954,9.090909091,,
819,Spain,Spain,2011,0.465454476,Government,0.40175119,9.090909091,,
820,Ethiopia,Ethiopia,2004,-0.834273989,Government,0.116078851,18.18181818,,
821,Ethiopia,Ethiopia,2007,-0.221191865,Government,0.25711334,18.18181818,,
822,Ethiopia,Ethiopia,2011,0.149022468,Government,0.270617946,9.090909091,,
823,Finland,Finland,2004,0.483867172,Government,0.40417327,9.090909091,,
824,Finland,Finland,2007,0.457848641,Government,0.387439766,9.090909091,,
825,Finland,Finland,2011,0.421654477,Government,0.388728808,9.090909091,,
826,Fiji,Fiji,2004,0.120340318,Government,0.295324287,0,,
827,Fiji,Fiji,2007,0.28325159,Government,0.322576709,9.090909091,,
828,Fiji,Fiji,2011,0.201667528,Government,0.306549953,9.090909091,,
829,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",2004,-0.409752615,Government,0.247719097,54.54545455,,
830,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",2007,-0.670341153,Government,0.164926087,54.54545455,,
831,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",2011,-0.550251403,Government,0.13039487,45.45454545,,
832,Faroe Islands,Faroe Islands,2004,0.062946914,Government,0.045294109,63.63636364,,
833,Faroe Islands,Faroe Islands,2007,0.244846992,Government,0.329369308,63.63636364,,
834,Faroe Islands,Faroe Islands,2011,0.24027096,Government,0.329754232,63.63636364,,
835,France,France,2004,0.108143807,Government,0.323788653,9.090909091,,
836,France,France,2007,0.033313489,Government,0.327795156,9.090909091,,
837,France,France,2011,0.101367335,Government,0.334408329,9.090909091,,
838,Gabon,Gabon,2004,-0.241166689,Government,0.124154149,27.27272727,,
839,Gabon,Gabon,2007,-0.365227659,Government,0.156391647,45.45454545,,
840,Gabon,Gabon,2011,-0.363077172,Government,0.202664251,36.36363636,,
841,United Kingdom,United Kingdom,2004,0.305089426,Government,0.367571106,9.090909091,,
842,United Kingdom,United Kingdom,2007,0.394239245,Government,0.382921432,9.090909091,,
843,United Kingdom,United Kingdom,2011,0.373083481,Government,0.383478239,9.090909091,,
844,Grenada,Grenada,2004,0.387341601,Government,0.378744627,27.27272727,,
845,Grenada,Grenada,2007,0.320146884,Government,0.366124847,27.27272727,,
846,Grenada,Grenada,2011,0.242041955,Government,0.266896717,36.36363636,,
847,Georgia,Georgia,2004,-0.097176284,Government,0.260612369,0,,
848,Georgia,Georgia,2007,-0.288873491,Government,0.173650841,9.090909091,,
849,Georgia,Georgia,2011,-0.312146832,Government,0.167150517,9.090909091,,
850,Ghana,Ghana,2004,-0.276220257,Government,0.218766247,9.090909091,,
851,Ghana,Ghana,2007,-0.284200062,Government,0.220207505,9.090909091,,
852,Ghana,Ghana,2011,-0.060725203,Government,0.249869091,9.090909091,,
853,Gibraltar,Gibraltar,2004,NA,Government,NA,100,,
854,Gibraltar,Gibraltar,2007,NA,Government,NA,100,,
855,Gibraltar,Gibraltar,2011,NA,Government,NA,100,,
856,Greenland,Greenland,2004,0.288963924,Government,0.507564799,72.72727273,,
857,Greenland,Greenland,2007,0.912568145,Government,0.995544536,81.81818182,,
858,Greenland,Greenland,2011,0.298778906,Government,0.507876179,72.72727273,,
859,"Gambia, The","Gambia, The",2004,-0.546909837,Government,0.126815155,18.18181818,,
860,"Gambia, The","Gambia, The",2007,-0.549194107,Government,0.125517391,18.18181818,,
861,"Gambia, The","Gambia, The",2011,-0.404892452,Government,0.148185591,18.18181818,,
862,Guinea,Guinea,2004,-0.848627105,Government,0.191770264,18.18181818,,
863,Guinea,Guinea,2007,-0.456963586,Government,0.085406375,36.36363636,,
864,Guinea,Guinea,2011,-0.688707756,Government,0.197282504,27.27272727,,
865,Equatorial Guinea,Equatorial Guinea,2004,-0.101831012,Government,0.236780582,45.45454545,,
866,Equatorial Guinea,Equatorial Guinea,2007,-0.101341251,Government,0.236834255,45.45454545,,
867,Equatorial Guinea,Equatorial Guinea,2011,-0.235206838,Government,0.211120184,45.45454545,,
868,Greece,Greece,2004,-0.121404852,Government,0.297418838,9.090909091,,
869,Greece,Greece,2007,0.06968018,Government,0.312349158,18.18181818,,
870,Greece,Greece,2011,0.166311604,Government,0.33519968,18.18181818,,
871,Guatemala,Guatemala,2004,-0.247523765,Government,0.201547893,9.090909091,,
872,Guatemala,Guatemala,2007,-0.005996194,Government,0.262748046,0,,
873,Guatemala,Guatemala,2011,-0.057955517,Government,0.259213628,0,,
874,Guam,Guam,2004,0.156400338,Government,0.459365531,72.72727273,,
875,Guam,Guam,2007,0.152218154,Government,0.460442451,72.72727273,,
876,Guam,Guam,2011,0.108564514,Government,0.458600711,72.72727273,,
877,Guinea-Bissau,Guinea-Bissau,2004,-0.525418696,Government,0.073023503,27.27272727,,
878,Guinea-Bissau,Guinea-Bissau,2007,-0.585854396,Government,0.065617934,27.27272727,,
879,Guinea-Bissau,Guinea-Bissau,2011,-0.655097936,Government,0.095959241,18.18181818,,
880,Guyana,Guyana,2004,0.015851075,Government,0.245892862,18.18181818,,
881,Guyana,Guyana,2007,0.040457047,Government,0.310369049,9.090909091,,
882,Guyana,Guyana,2011,0.098605383,Government,0.321782215,9.090909091,,
883,"Hong Kong SAR, China","Hong Kong SAR, China",2004,0.612354439,Government,0.319588105,27.27272727,,
884,"Hong Kong SAR, China","Hong Kong SAR, China",2007,0.730291812,Government,0.34799132,27.27272727,,
885,"Hong Kong SAR, China","Hong Kong SAR, China",2011,0.842471001,Government,0.370569726,27.27272727,,
886,Honduras,Honduras,2004,-0.232591079,Government,0.127267327,18.18181818,,
887,Honduras,Honduras,2007,0.215210623,Government,0.26939953,9.090909091,,
888,Honduras,Honduras,2011,0.117898419,Government,0.260141649,9.090909091,,
889,Croatia,Croatia,2004,-0.056081607,Government,0.214875452,9.090909091,,
890,Croatia,Croatia,2007,0.053817402,Government,0.290265881,0,,
891,Croatia,Croatia,2011,0.039678082,Government,0.32528268,9.090909091,,
892,Haiti,Haiti,2004,-0.540488993,Government,0.057701428,27.27272727,,
893,Haiti,Haiti,2007,-0.495156428,Government,0.057139154,18.18181818,,
894,Haiti,Haiti,2011,-0.501516427,Government,0.069273063,27.27272727,,
895,Hungary,Hungary,2004,-0.125321279,Government,0.291577625,9.090909091,,
896,Hungary,Hungary,2007,-0.093782257,Government,0.298587249,9.090909091,,
897,Hungary,Hungary,2011,-0.076504332,Government,0.29698201,9.090909091,,
898,Indonesia,Indonesia,2004,-0.168398811,Government,0.228284567,0,,
899,Indonesia,Indonesia,2007,-0.177802101,Government,0.231894732,0,,
900,Indonesia,Indonesia,2011,0.260908245,Government,0.283823856,0,,
901,Ireland,Ireland,2004,0.284484385,Government,0.424691194,27.27272727,,
902,Ireland,Ireland,2007,0.327176315,Government,0.358630897,9.090909091,,
903,Ireland,Ireland,2011,0.174389694,Government,0.339145891,9.090909091,,
904,Israel,Israel,2004,0.056769311,Government,0.314779457,9.090909091,,
905,Israel,Israel,2007,0.155374577,Government,0.339304687,9.090909091,,
906,Israel,Israel,2011,0.213244011,Government,0.345296869,9.090909091,,
907,Isle of Man,Isle of Man,2004,0.388666023,Government,0.151842019,72.72727273,,
908,Isle of Man,Isle of Man,2007,0.181255848,Government,0.146861456,72.72727273,,
909,Isle of Man,Isle of Man,2011,-0.275669577,Government,0.109685093,72.72727273,,
910,India,India,2004,-0.012218662,Government,0.158863862,18.18181818,,
911,India,India,2007,-0.256168193,Government,0.199269433,18.18181818,,
912,India,India,2011,-0.125959814,Government,0.245603858,9.090909091,,
913,Iraq,Iraq,2004,-0.535678279,Government,0.25002351,36.36363636,,
914,Iraq,Iraq,2007,-0.165832517,Government,0.259553808,18.18181818,,
915,Iraq,Iraq,2011,0.031999455,Government,0.179781596,18.18181818,,
916,"Iran, Islamic Rep.","Iran, Islamic Rep.",2004,0.06341282,Government,0.37922272,27.27272727,,
917,"Iran, Islamic Rep.","Iran, Islamic Rep.",2007,0.058568172,Government,0.339217352,18.18181818,,
918,"Iran, Islamic Rep.","Iran, Islamic Rep.",2011,0.018324598,Government,0.334610082,18.18181818,,
919,Iceland,Iceland,2004,0.574232018,Government,0.412310773,9.090909091,,
920,Iceland,Iceland,2007,0.923634633,Government,0.466658408,9.090909091,,
921,Iceland,Iceland,2011,0.531874441,Government,0.413059567,9.090909091,,
922,Italy,Italy,2004,-0.251100174,Government,0.214109257,18.18181818,,
923,Italy,Italy,2007,0.029990529,Government,0.32236308,9.090909091,,
924,Italy,Italy,2011,0.06883732,Government,0.332147314,9.090909091,,
925,Channel Islands,Channel Islands,2004,NA,Government,NA,100,,
926,Channel Islands,Channel Islands,2007,NA,Government,NA,100,,
927,Channel Islands,Channel Islands,2011,0.87739208,Government,0.985,81.81818182,,
928,Jamaica,Jamaica,2004,-0.129879278,Government,0.251627783,0,,
929,Jamaica,Jamaica,2007,-0.04418967,Government,0.210672752,9.090909091,,
930,Jamaica,Jamaica,2011,-0.068081043,Government,0.209116861,9.090909091,,
931,Jordan,Jordan,2004,0.176405052,Government,0.27354363,9.090909091,,
932,Jordan,Jordan,2007,-0.003416508,Government,0.190792334,18.18181818,,
933,Jordan,Jordan,2011,0.064203366,Government,0.212318976,27.27272727,,
934,Japan,Japan,2004,-2.209432975,Government,-0.347484726,9.090909091,,
935,Japan,Japan,2007,0.640544366,Government,0.452727716,9.090909091,,
936,Japan,Japan,2011,0.176960321,Government,0.328907791,9.090909091,,
937,Kenya,Kenya,2004,-0.135383022,Government,0.252639928,9.090909091,,
938,Kenya,Kenya,2007,-0.431099433,Government,0.177263721,18.18181818,,
939,Kenya,Kenya,2011,-0.272840758,Government,0.157641743,18.18181818,,
940,Kyrgyz Republic,Kyrgyz Republic,2004,-0.061341359,Government,0.266092184,0,,
941,Kyrgyz Republic,Kyrgyz Republic,2007,0.166346519,Government,0.306238402,0,,
942,Kyrgyz Republic,Kyrgyz Republic,2011,0.098835878,Government,0.297178212,0,,
943,Cambodia,Cambodia,2004,-0.54935944,Government,0.16875375,0,,
944,Cambodia,Cambodia,2007,-0.157930255,Government,0.216050946,0,,
945,Cambodia,Cambodia,2011,0.852620528,Government,0.239756807,9.090909091,,
946,Kiribati,Kiribati,2004,-0.180629179,Government,0.369486003,54.54545455,,
947,Kiribati,Kiribati,2007,-0.209219809,Government,0.289910096,45.45454545,,
948,Kiribati,Kiribati,2011,-0.448470516,Government,0.143789476,54.54545455,,
949,Comoros,Comoros,2004,-0.62996338,Government,0.139555839,9.090909091,,
950,Comoros,Comoros,2007,-0.629724183,Government,0.065784363,27.27272727,,
951,Comoros,Comoros,2011,-0.318177822,Government,0.154617511,18.18181818,,
952,St. Kitts and Nevis,St. Kitts and Nevis,2004,-3.050544853,Government,-0.657044081,27.27272727,,
953,St. Kitts and Nevis,St. Kitts and Nevis,2007,0.182446596,Government,0.320778586,27.27272727,,
954,St. Kitts and Nevis,St. Kitts and Nevis,2011,0.080418882,Government,0.239329755,36.36363636,,
955,"Korea, Dem. People’s Rep.","Korea, Dem. People’s Rep.",2004,0.169813953,Government,0.378656904,63.63636364,,
956,"Korea, Dem. People’s Rep.","Korea, Dem. People’s Rep.",2007,0.178536159,Government,0.381337786,63.63636364,,
957,"Korea, Dem. People’s Rep.","Korea, Dem. People’s Rep.",2011,0.039014638,Government,0.355029274,63.63636364,,
958,"Korea, Rep.","Korea, Rep.",2004,0.399288717,Government,0.34342015,18.18181818,,
959,"Korea, Rep.","Korea, Rep.",2007,0.497942879,Government,0.360764743,18.18181818,,
960,"Korea, Rep.","Korea, Rep.",2011,0.49828908,Government,0.361140201,18.18181818,,
961,Kuwait,Kuwait,2004,0.310930219,Government,0.329853505,9.090909091,,
962,Kuwait,Kuwait,2007,0.367725929,Government,0.310468661,18.18181818,,
963,Kuwait,Kuwait,2011,0.296260464,Government,0.312271088,18.18181818,,
964,Cayman Islands,Cayman Islands,2004,0.446914031,Government,0.506735507,72.72727273,,
965,Cayman Islands,Cayman Islands,2007,0.413504354,Government,0.503859661,72.72727273,,
966,Cayman Islands,Cayman Islands,2011,0.281526738,Government,0.492499262,72.72727273,,
967,Kazakhstan,Kazakhstan,2004,-0.09855224,Government,0.195467869,9.090909091,,
968,Kazakhstan,Kazakhstan,2007,0.034441089,Government,0.222579269,9.090909091,,
969,Kazakhstan,Kazakhstan,2011,0.13826688,Government,0.274205824,9.090909091,,
970,Lao PDR,Lao PDR,2004,-0.331236656,Government,0.239817688,9.090909091,,
971,Lao PDR,Lao PDR,2007,-0.183361109,Government,0.263701648,9.090909091,,
972,Lao PDR,Lao PDR,2011,-0.29295783,Government,0.269845183,18.18181818,,
973,Lebanon,Lebanon,2004,-0.345989106,Government,0.255171675,9.090909091,,
974,Lebanon,Lebanon,2007,-0.299180773,Government,0.262273676,9.090909091,,
975,Lebanon,Lebanon,2011,-0.309781907,Government,0.262394192,9.090909091,,
976,St. Lucia,St. Lucia,2004,-0.097220297,Government,0.261746991,0,,
977,St. Lucia,St. Lucia,2007,0.001941918,Government,0.267982458,9.090909091,,
978,St. Lucia,St. Lucia,2011,0.048668592,Government,0.236612936,9.090909091,,
979,Liechtenstein,Liechtenstein,2004,0.13014555,Government,0.529141422,54.54545455,,
980,Liechtenstein,Liechtenstein,2007,0.45283964,Government,0.58600454,54.54545455,,
981,Liechtenstein,Liechtenstein,2011,0.324028651,Government,0.575056009,54.54545455,,
982,Sri Lanka,Sri Lanka,2004,-0.175130028,Government,0.148820387,18.18181818,,
983,Sri Lanka,Sri Lanka,2007,-0.126832451,Government,0.155660405,18.18181818,,
984,Sri Lanka,Sri Lanka,2011,-0.145018137,Government,0.248372348,0,,
985,Liberia,Liberia,2004,-0.816909112,Government,0.033701288,27.27272727,,
986,Liberia,Liberia,2007,-0.684853647,Government,0.05552761,27.27272727,,
987,Liberia,Liberia,2011,-0.548169781,Government,0.155568661,18.18181818,,
988,Lesotho,Lesotho,2004,0.053590442,Government,0.282785879,18.18181818,,
989,Lesotho,Lesotho,2007,0.008637639,Government,0.223332262,18.18181818,,
990,Lesotho,Lesotho,2011,-0.099876638,Government,0.228184769,18.18181818,,
991,Lithuania,Lithuania,2004,0.100592868,Government,0.344589738,18.18181818,,
992,Lithuania,Lithuania,2007,0.097165805,Government,0.339362898,18.18181818,,
993,Lithuania,Lithuania,2011,-0.027356082,Government,0.310357019,9.090909091,,
994,Luxembourg,Luxembourg,2004,0.390825912,Government,0.342702603,18.18181818,,
995,Luxembourg,Luxembourg,2007,0.471011786,Government,0.354131002,18.18181818,,
996,Luxembourg,Luxembourg,2011,0.37764725,Government,0.350064333,18.18181818,,
997,Latvia,Latvia,2004,0.067761748,Government,0.335416814,18.18181818,,
998,Latvia,Latvia,2007,0.09211718,Government,0.336364295,18.18181818,,
999,Latvia,Latvia,2011,0.115368303,Government,0.333058306,9.090909091,,
1000,Libya,Libya,2004,0.096386622,Government,0.224445408,45.45454545,,
1001,Libya,Libya,2007,0.240550617,Government,0.210886791,27.27272727,,
1002,Libya,Libya,2011,0.047997503,Government,0.21686514,45.45454545,,
1003,Morocco,Morocco,2004,-0.131158088,Government,0.226730723,9.090909091,,
1004,Morocco,Morocco,2007,-0.29089006,Government,0.218708727,9.090909091,,
1005,Morocco,Morocco,2011,0.033165304,Government,0.261995637,9.090909091,,
1006,Moldova,Moldova,2004,0.054343352,Government,0.274711707,0,,
1007,Moldova,Moldova,2007,0.182168883,Government,0.294683238,0,,
1008,Moldova,Moldova,2011,0.133428582,Government,0.294743203,0,,
1009,Montenegro,Montenegro,2004,-0.028726772,Government,0.343334271,63.63636364,,
1010,Montenegro,Montenegro,2007,-0.055782851,Government,0.261378815,9.090909091,,
1011,Montenegro,Montenegro,2011,-0.066899453,Government,0.257033242,9.090909091,,
1012,St. Martin (French part),St. Martin (French part),2004,NA,Government,NA,100,,
1013,St. Martin (French part),St. Martin (French part),2007,NA,Government,NA,100,,
1014,St. Martin (French part),St. Martin (French part),2011,NA,Government,NA,100,,
1015,Madagascar,Madagascar,2004,-0.614158433,Government,0.086246194,18.18181818,,
1016,Madagascar,Madagascar,2007,-0.430298064,Government,0.192142911,9.090909091,,
1017,Madagascar,Madagascar,2011,-0.356430059,Government,0.208461037,9.090909091,,
1018,Marshall Islands,Marshall Islands,2004,-0.123861433,Government,0.454012688,54.54545455,,
1019,Marshall Islands,Marshall Islands,2007,-0.122822708,Government,0.312881177,36.36363636,,
1020,Marshall Islands,Marshall Islands,2011,-0.148255432,Government,0.174738489,36.36363636,,
1021,"Macedonia, FYR","Macedonia, FYR",2004,-0.125841716,Government,0.235351158,9.090909091,,
1022,"Macedonia, FYR","Macedonia, FYR",2007,0.081007143,Government,0.278545137,9.090909091,,
1023,"Macedonia, FYR","Macedonia, FYR",2011,0.178123807,Government,0.217363331,18.18181818,,
1024,Mali,Mali,2004,-0.572506366,Government,0.17423071,0,,
1025,Mali,Mali,2007,-0.61387748,Government,0.142534418,9.090909091,,
1026,Mali,Mali,2011,-0.430567821,Government,0.193789411,0,,
1027,Myanmar,Myanmar,2004,-0.133108307,Government,0.267723108,36.36363636,,
1028,Myanmar,Myanmar,2007,-0.237457296,Government,0.139974468,45.45454545,,
1029,Myanmar,Myanmar,2011,-0.523408173,Government,0.128008756,18.18181818,,
1030,Mongolia,Mongolia,2004,-0.081327136,Government,0.250144346,9.090909091,,
1031,Mongolia,Mongolia,2007,-0.139134809,Government,0.159715093,9.090909091,,
1032,Mongolia,Mongolia,2011,-0.236458432,Government,0.150852945,9.090909091,,
1033,"Macao SAR, China","Macao SAR, China",2004,0.002646954,Government,0.227703477,27.27272727,,
1034,"Macao SAR, China","Macao SAR, China",2007,0.186135661,Government,0.243965876,27.27272727,,
1035,"Macao SAR, China","Macao SAR, China",2011,0.377921507,Government,0.272417946,27.27272727,,
1036,Northern Mariana Islands,Northern Mariana Islands,2004,0.109651759,Government,0.754858694,81.81818182,,
1037,Northern Mariana Islands,Northern Mariana Islands,2007,0.151581203,Government,0.767427654,81.81818182,,
1038,Northern Mariana Islands,Northern Mariana Islands,2011,0.207487129,Government,0.784186267,81.81818182,,
1039,Mauritania,Mauritania,2004,-0.626523254,Government,0.215504221,27.27272727,,
1040,Mauritania,Mauritania,2007,-0.281321641,Government,0.164029102,45.45454545,,
1041,Mauritania,Mauritania,2011,-0.135351248,Government,0.317701276,27.27272727,,
1042,Malta,Malta,2004,-0.163071607,Government,0.306515669,18.18181818,,
1043,Malta,Malta,2007,0.12836949,Government,0.33922039,9.090909091,,
1044,Malta,Malta,2011,0.082089622,Government,0.343277062,9.090909091,,
1045,Mauritius,Mauritius,2004,0.066047277,Government,0.28974507,0,,
1046,Mauritius,Mauritius,2007,0.122356566,Government,0.299243742,0,,
1047,Mauritius,Mauritius,2011,0.146683668,Government,0.306283559,0,,
1048,Maldives,Maldives,2004,0.063236695,Government,0.327934668,18.18181818,,
1049,Maldives,Maldives,2007,0.001069053,Government,0.258709844,27.27272727,,
1050,Maldives,Maldives,2011,-0.126086014,Government,0.238246971,27.27272727,,
1051,Malawi,Malawi,2004,-0.414008537,Government,0.189514705,18.18181818,,
1052,Malawi,Malawi,2007,-0.306201342,Government,0.197574841,18.18181818,,
1053,Malawi,Malawi,2011,-0.168812116,Government,0.253663259,9.090909091,,
1054,Mexico,Mexico,2004,0.200892881,Government,0.301542092,0,,
1055,Mexico,Mexico,2007,0.205062842,Government,0.302932481,0,,
1056,Mexico,Mexico,2011,0.203277856,Government,0.306436638,0,,
1057,Malaysia,Malaysia,2004,0.410111883,Government,0.27548572,9.090909091,,
1058,Malaysia,Malaysia,2007,0.303183191,Government,0.256700443,9.090909091,,
1059,Malaysia,Malaysia,2011,0.430745055,Government,0.280416317,9.090909091,,
1060,Mozambique,Mozambique,2004,-0.284261396,Government,0.30260511,27.27272727,,
1061,Mozambique,Mozambique,2007,-0.381899772,Government,0.202079504,18.18181818,,
1062,Mozambique,Mozambique,2011,-0.196659638,Government,0.228233084,18.18181818,,
1063,Namibia,Namibia,2004,-0.027607929,Government,0.21690033,9.090909091,,
1064,Namibia,Namibia,2007,0.057150097,Government,0.248912434,18.18181818,,
1065,Namibia,Namibia,2011,-0.194226737,Government,0.127134311,18.18181818,,
1066,New Caledonia,New Caledonia,2004,0.255632805,Government,0.506131208,72.72727273,,
1067,New Caledonia,New Caledonia,2007,0.927431358,Government,1,81.81818182,,
1068,New Caledonia,New Caledonia,2011,0.927431358,Government,1,81.81818182,,
1069,Niger,Niger,2004,-0.855970972,Government,0.141656212,18.18181818,,
1070,Niger,Niger,2007,-0.285229475,Government,0.286724152,9.090909091,,
1071,Niger,Niger,2011,0.27163809,Government,0.249013102,0,,
1072,Nigeria,Nigeria,2004,-0.654772764,Government,0.157755392,18.18181818,,
1073,Nigeria,Nigeria,2007,-0.507385854,Government,0.156156655,9.090909091,,
1074,Nigeria,Nigeria,2011,-0.433044555,Government,0.156931247,9.090909091,,
1075,Nicaragua,Nicaragua,2004,-0.056409671,Government,0.232278624,9.090909091,,
1076,Nicaragua,Nicaragua,2007,0.000170201,Government,0.23982698,9.090909091,,
1077,Nicaragua,Nicaragua,2011,0.22325261,Government,0.230558445,27.27272727,,
1078,Netherlands,Netherlands,2004,0.4484232,Government,0.390087236,9.090909091,,
1079,Netherlands,Netherlands,2007,0.509327303,Government,0.397053893,9.090909091,,
1080,Netherlands,Netherlands,2011,0.508752885,Government,0.398180468,9.090909091,,
1081,Norway,Norway,2004,0.664433288,Government,0.420867672,9.090909091,,
1082,Norway,Norway,2007,0.680772247,Government,0.416643616,9.090909091,,
1083,Norway,Norway,2011,0.685055266,Government,0.420045902,9.090909091,,
1084,Nepal,Nepal,2004,-0.140685787,Government,0.16351744,18.18181818,,
1085,Nepal,Nepal,2007,0.566038026,Government,0.313604801,9.090909091,,
1086,Nepal,Nepal,2011,0.320207989,Government,0.31535007,9.090909091,,
1087,Nauru,Nauru,2004,-0.138680942,Government,0.420261529,54.54545455,,
1088,Nauru,Nauru,2007,-0.076040933,Government,0.420537227,54.54545455,,
1089,Nauru,Nauru,2011,-0.510153332,Government,0.181646275,54.54545455,,
1090,New Zealand,New Zealand,2004,0.536224669,Government,0.400209214,9.090909091,,
1091,New Zealand,New Zealand,2007,0.572702244,Government,0.410613649,9.090909091,,
1092,New Zealand,New Zealand,2011,0.382838052,Government,0.391982822,18.18181818,,
1093,Oman,Oman,2004,-0.161242758,Government,0.20169681,18.18181818,,
1094,Oman,Oman,2007,-0.000924102,Government,0.26263791,18.18181818,,
1095,Oman,Oman,2011,0.019202019,Government,0.308587959,27.27272727,,
1096,Panama,Panama,2004,0.139703738,Government,0.308842655,0,,
1097,Panama,Panama,2007,0.116996411,Government,0.259641848,9.090909091,,
1098,Panama,Panama,2011,0.036335957,Government,0.269642073,0,,
1099,Peru,Peru,2004,0.897025262,Government,0.333087629,0,,
1100,Peru,Peru,2007,0.078802702,Government,0.280324459,0,,
1101,Peru,Peru,2011,-0.023400286,Government,0.266139067,0,,
1102,French Polynesia,French Polynesia,2004,0.858653573,Government,0.979382861,81.81818182,,
1103,French Polynesia,French Polynesia,2007,0.243548163,Government,0.49658381,72.72727273,,
1104,French Polynesia,French Polynesia,2011,0.833348024,Government,0.971797155,81.81818182,,
1105,Papua New Guinea,Papua New Guinea,2004,-0.505074854,Government,0.055816486,27.27272727,,
1106,Papua New Guinea,Papua New Guinea,2007,-0.564721982,Government,0.060174479,36.36363636,,
1107,Papua New Guinea,Papua New Guinea,2011,-0.55059187,Government,0.050537442,27.27272727,,
1108,Philippines,Philippines,2004,0.085705371,Government,0.263489892,0,,
1109,Philippines,Philippines,2007,0.143310863,Government,0.275750568,0,,
1110,Philippines,Philippines,2011,0.166239242,Government,0.179493337,18.18181818,,
1111,Pakistan,Pakistan,2004,-0.255102336,Government,0.149027007,9.090909091,,
1112,Pakistan,Pakistan,2007,0.253653683,Government,0.27146676,0,,
1113,Pakistan,Pakistan,2011,-0.129056939,Government,0.236382912,0,,
1114,Poland,Poland,2004,-0.064552562,Government,0.302401473,9.090909091,,
1115,Poland,Poland,2007,-0.027981207,Government,0.308449477,9.090909091,,
1116,Poland,Poland,2011,0.038491957,Government,0.322202999,9.090909091,,
1117,Puerto Rico,Puerto Rico,2004,0.248450351,Government,0.495120444,72.72727273,,
1118,Puerto Rico,Puerto Rico,2007,0.242390898,Government,0.494669863,72.72727273,,
1119,Puerto Rico,Puerto Rico,2011,0.397269992,Government,0.63460967,63.63636364,,
1120,Portugal,Portugal,2004,0.212515491,Government,0.351201432,9.090909091,,
1121,Portugal,Portugal,2007,0.327023958,Government,0.376330098,9.090909091,,
1122,Portugal,Portugal,2011,0.320030978,Government,0.378158225,9.090909091,,
1123,Palau,Palau,2004,-0.082895615,Government,0.468670604,54.54545455,,
1124,Palau,Palau,2007,-0.305080695,Government,0.2084082,45.45454545,,
1125,Palau,Palau,2011,-0.26308964,Government,0.216151336,45.45454545,,
1126,Paraguay,Paraguay,2004,-0.303327806,Government,0.268681903,9.090909091,,
1127,Paraguay,Paraguay,2007,0.009979473,Government,0.270412151,0,,
1128,Paraguay,Paraguay,2011,0.191722056,Government,0.302340168,0,,
1129,Qatar,Qatar,2004,0.0722563,Government,0.410398026,36.36363636,,
1130,Qatar,Qatar,2007,0.781049681,Government,0.422827104,36.36363636,,
1131,Qatar,Qatar,2011,0.464547429,Government,0.333627514,9.090909091,,
1132,Romania,Romania,2004,-0.311496058,Government,0.194617639,18.18181818,,
1133,Romania,Romania,2007,-0.158562673,Government,0.276726976,9.090909091,,
1134,Romania,Romania,2011,-0.210164567,Government,0.268743326,9.090909091,,
1135,Serbia,Serbia,2004,0.055589441,Government,0.329397846,36.36363636,,
1136,Serbia,Serbia,2007,-0.053907357,Government,0.276140991,0,,
1137,Serbia,Serbia,2011,-0.018919614,Government,0.283020828,0,,
